2020-03-23,1
2020-03-24,1
2020-03-25,1
2020-03-26,1
2020-03-27,1
2020-03-28,1
2020-03-29,4
2020-03-30,4
2020-03-31,4
2020-04-01,7
2020-04-02,8
2020-04-03,12
2020-04-04,13
2020-04-05,13
2020-04-06,15
2020-04-07,15
2020-04-08,16
2020-04-09,17
2020-04-10,17
2020-04-11,19
2020-04-12,19
2020-04-13,19
2020-04-14,19
2020-04-15,19
2020-04-16,19
2020-04-17,19
2020-04-18,24
2020-04-19,25
2020-04-20,26
2020-04-21,27
2020-04-22,31
2020-04-23,33
2020-04-24,43
2020-04-25,52
2020-04-26,53
2020-04-27,54
2020-04-28,55
2020-04-29,55
2020-04-30,52
2020-05-01,52
2020-05-02,57
2020-05-03,60
2020-05-04,63
2020-05-05,65
2020-05-06,67
2020-05-07,68
2020-05-08,70
2020-05-09,72
2020-05-10,80
2020-05-11,100
2020-05-12,103
2020-05-13,104
2020-05-14,106
2020-05-15,108
2020-05-16,112
2020-05-17,125
2020-05-18,129
2020-05-19,133
2020-05-20,135
2020-05-21,141
2020-05-22,141
2020-05-23,146
2020-05-24,146
2020-05-25,151
2020-05-26,151
2020-05-27,151
2020-05-28,152
2020-05-29,160
2020-05-30,159
2020-05-31,160
2020-06-01,161
2020-06-02,161
2020-06-03,162
2020-06-04,161
2020-06-05,163
2020-06-06,168
2020-06-07,170
2020-06-08,177
2020-06-09,177
2020-06-10,178
2020-06-11,178
2020-06-12,179
2020-06-13,179
2020-06-14,180
2020-06-15,183
2020-06-16,183
2020-06-17,187
