date,cases,deaths
2020-03-09,1,0
2020-03-10,6,0
2020-03-11,13,0
2020-03-12,14,0
2020-03-13,36,0
2020-03-14,77,1
2020-03-15,103,2
2020-03-16,137,3
2020-03-17,196,5
2020-03-18,280,7
2020-03-19,392,10
2020-03-20,537,10
2020-03-21,763,16
2020-03-22,837,20
2020-03-23,1172,34
2020-03-24,1388,46
2020-03-25,1795,65
2020-03-26,2305,83
2020-03-27,2746,119
2020-03-28,3315,137
2020-03-29,3540,152
2020-03-30,4025,186
